59927,59960,bad meets evil,hip hop,0.2
59961,60143,beastie boys,hip hop,0.6
60144,60404,beyonce,pop,40.8
60405,60513,big sean,hip hop,2.1
60514,60581,big bang,hip hop,1
60582,60667,birdman,hip hop,0.1
60668,60831,black eyed peas,hip hop,14
60832,60889,black moon,hip hop,0
60890,60936,blake lewis,pop,0
60937,61102,bow wow,hip hop,0.7
61103,61106,brisco,hip hop,0
61107,61152,bun b,hip hop,0
61153,61154,calle 13,hip hop,0.6
61155,61219,cardi b,hip hop,4.3
61220,61438,chamillionaire,hip hop,0.8
61439,61484,chance the rapper,hip hop,0.2
61485,61491,chantelle paige,pop,0
61492,61573,cher lloyd,pop,0.6
61574,61632,cherish,hip hop,0.3
61633,61664,chiddy bang,hip hop,0
61665,62249,chris brown,hip hop,14.3
62250,62260,chris webby,hip hop,0
62261,62333,christina milian,hip hop,0
62334,62497,ciara,hip hop,2.5
62498,62503,closed heart surgery,hip hop,0
62504,62504,codder,Pop,0.1
62505,62557,colby o donis,hip hop,0
62558,62715,common,hip hop,0.3
62716,62737,cory gunz,hip hop,0
62738,62753,d woods,hip hop,0
62754,62894,d12,hip hop,0.2
62895,62904,daddy yankee,hip hop,2.9
62905,62924,danny brown,hip hop,0
62925,62958,diddy dirty money,Pop,0.1
62959,63091,dj khaled,hip hop,2.7
63092,63377,drake,hip hop,21.2
63378,63565,e 40,hip hop,0.1
63566,63607,eamon,hip hop,1
63608,63611,ed sheeran yelawolf,hip hop,0
63612,64080,eminem,hip hop,79.9
64081,64125,ester dean,hip hop,0
64126,64127,fabio coco,hip hop,0
64128,64221,far east movement,pop,0.3
64222,64372,fat joe,hip hop,0.4
64373,64461,fergie,hip hop,3.5
64462,64598,flo rida,hip hop,2.4
64599,64632,flobots,hip hop,0
64633,64682,fort minor,hip hop,0.4
64683,64764,foxy brown,hip hop,0
64765,64893,frank ocean,hip hop,0.7
64894,64900,franky fade,hip hop,0
64901,65014,g unit,hip hop,0.3
65015,65015,gabriel pensador,hip hop,7
65016,65018,glasses malone,hip hop,0
65019,65166,gorillaz,rock,2.7
65167,65213,grits,hip hop,0.1
65214,65391,gucci mane,hip hop,0.6
65392,65406,gudda gudda,hip hop,0
65407,65478,gym class heroes,hip hop,0.4
65479,65549,hoodie allen,hip hop,0
65550,65810,ice cube,hip hop,1.3
65811,65922,iggy azalea,hip hop,2.7
65923,65934,israel cruz,hip hop,0
65935,65964,iyaz,hip hop,0.1
65965,65972,izzo,hip hop,0
65973,66106,j cole,hip hop,0
66107,66298,ja rule,hip hop,2.1
66299,66349,jadakiss,hip hop,0
66350,66372,jae millz,hip hop,0
66373,66488,jamie foxx,hip hop,0.3
66489,66613,jason derulo,pop,3.1
66614,66742,jay sean,pop,0.4
